"date","team","opponent","goals_scored","location","match_weight"
2015-06-30,"Germany","USA",0,"N",4
2015-06-02,"Croatia","Bosnia and Herzegovina",1,"A",1
2015-06-04,"Bosnia and Herzegovina","Croatia",1,"A",1
2015-06-11,"Slovenia","Hungary",1,"N",1
2015-06-23,"Romania","Serbia",0,"A",1
2015-06-25,"Romania","Serbia",1,"A",1
2015-06-25,"Albania","Montenegro",0,"A",1
2015-07-01,"England","Japan",1,"N",4
2015-07-04,"England","Germany",1,"N",4
2015-07-05,"Japan","USA",2,"N",4
2015-07-18,"Kenya","South Africa",0,"A",3
2015-07-18,"Ghana","Cameroon",1,"A",3
2015-07-18,"Equatorial Guinea","Nigeria",1,"A",3
2015-07-06,"Fiji","Papua New Guinea",1,"A",3
2015-07-06,"New Caledonia","Solomon Islands",8,"N",3
2015-07-06,"Samoa","Tonga",1,"N",3
2015-07-08,"Tonga","Solomon Islands",2,"N",3
2015-07-08,"Cook Islands","Fiji",1,"N",3
2015-07-08,"Samoa","New Caledonia",2,"N",3
2015-07-11,"Cook Islands","Papua New Guinea",0,"A",3
2015-07-11,"Tonga","New Caledonia",0,"N",3
2015-07-11,"Solomon Islands","Samoa",1,"N",3
2015-07-13,"Samoa","Papua New Guinea",0,"A",3
2015-07-13,"Cook Islands","New Caledonia",1,"N",3
2015-07-16,"New Caledonia","Papua New Guinea",0,"A",3
2015-07-16,"Samoa","Cook Islands",0,"N",3
2015-08-01,"Cameroon","Ghana",2,"A",3
2015-08-02,"South Africa","Kenya",1,"A",3
2015-08-02,"Nigeria","Equatorial Guinea",1,"A",3
2015-08-21,"Grenada","Puerto Rico",0,"A",3
2015-08-21,"Guyana","St. Kitts and Nevis",8,"N",3
2015-08-21,"Haiti","Aruba",14,"N",3
2015-08-21,"Dominica","Dominican Republic",0,"A",3
2015-08-23,"Cuba","Guyana",1,"N",3
2015-08-23,"Grenada","Haiti",0,"N",3
2015-08-23,"Jamaica","Dominican Republic",6,"A",3
2015-08-23,"Aruba","Puerto Rico",0,"A",3
2015-08-25,"Haiti","Puerto Rico",2,"A",3
2015-08-25,"Cuba","St. Kitts and Nevis",6,"N",3
2015-08-25,"Aruba","Grenada",0,"N",3
2015-08-25,"Jamaica","Dominica",13,"N",3
2015-08-01,"Chinese Taipei","Vietnam",2,"A",1
2015-08-01,"Slovakia","Hungary",4,"A",1
2015-08-01,"Belarus","Poland",2,"N",1
2015-08-01,"Japan","Korea DPR",2,"N",2
2015-08-01,"Korea Republic","China PR",1,"A",1
2015-08-03,"Slovakia","Poland",1,"N",1
2015-08-03,"Belarus","Hungary",0,"A",1
2015-08-04,"Chinese Taipei","Vietnam",0,"A",1
2015-08-04,"Korea Republic","Japan",2,"N",1
2015-08-04,"Korea DPR","China PR",3,"A",1
2015-08-05,"United Arab Emirates","Slovakia",0,"A",1
2015-08-07,"United Arab Emirates","Slovakia",0,"A",1
2015-08-08,"Korea DPR","Korea Republic",2,"N",1
2015-08-08,"Japan","China PR",2,"A",1
2015-08-16,"Costa Rica","USA",0,"A",1
2015-08-19,"Costa Rica","USA",2,"A",1
2015-08-19,"Turkey","Albania",0,"A",1
2015-08-21,"Turkey","Albania",1,"A",1
2015-08-23,"Kenya","Tanzania",1,"A",1
2015-08-24,"Morocco","Jordan",1,"A",1
2015-08-26,"Morocco","Jordan",2,"A",1
2015-08-27,"Moldova","Romania",0,"A",1
2015-08-27,"Slovenia","Serbia",1,"A",1
2015-08-28,"Latvia","Estonia",0,"A",1
2015-08-29,"Lithuania","Latvia",3,"N",1
2015-08-30,"Lithuania","Estonia",1,"A",1
2015-08-31,"Albania","Croatia",1,"A",1
2015-09-14,"Vietnam","Chinese Taipei",0,"N",3
2015-09-14,"Myanmar","Jordan",2,"H",3
2015-09-16,"Chinese Taipei","Jordan",3,"N",3
2015-09-16,"Thailand","Myanmar",2,"A",3
2015-09-18,"Jordan","Thailand",0,"N",3
2015-09-18,"Myanmar","Vietnam",2,"H",3
2015-09-20,"Jordan","Vietnam",1,"N",3
2015-09-20,"Thailand","Chinese Taipei",0,"N",3
2015-09-22,"Vietnam","Thailand",2,"N",3
2015-09-22,"Chinese Taipei","Myanmar",1,"A",3
2015-09-17,"Austria","Kazakhstan",2,"A",2
2015-09-17,"Sweden","Moldova",3,"A",2
2015-09-17,"Croatia","Turkey",4,"A",2
2015-09-17,"Montenegro","Finland",0,"A",2
2015-09-17,"Serbia","Estonia",1,"A",2
2015-09-18,"Hungary","Germany",0,"A",2
2015-09-18,"Georgia","Italy",1,"A",2
2015-09-21,"England","Estonia",8,"A",2
2015-09-21,"Finland","Republic of Ireland",2,"A",2
2015-09-22,"Norway","Kazakhstan",4,"A",2
2015-09-22,"Scotland","Slovenia",3,"A",2
2015-09-22,"Czech Republic","Georgia",3,"A",2
2015-09-22,"Wales","Austria",0,"A",2
2015-09-22,"Poland","Sweden",0,"A",2
2015-09-22,"Germany","Croatia",1,"A",2
2015-09-22,"Belarus","Iceland",0,"A",2
2015-09-22,"Bosnia and Herzegovina","Belgium",0,"A",2
2015-09-22,"Romania","France",0,"A",2
2015-09-30,"El Salvador","Nicaragua",1,"A",3
2015-09-30,"Costa Rica","Guatemala",2,"N",3
2015-09-02,"Albania","Croatia",1,"A",1
2015-09-06,"C担te d'Ivoire","Tanzania",1,"N",1
2015-09-06,"Nigeria","Congo",5,"A",1
2015-09-07,"South Africa","Cameroon",1,"N",1
2015-09-09,"Tanzania","Nigeria",0,"N",1
2015-09-09,"C担te d'Ivoire","Congo",1,"A",1
2015-09-10,"Ghana","South Africa",0,"N",1
2015-09-12,"C担te d'Ivoire","Nigeria",2,"N",1
2015-09-12,"Tanzania","Congo",1,"A",1
2015-09-13,"Ghana","Cameroon",1,"N",1
2015-09-15,"Ghana","C担te d'Ivoire",1,"N",1
2015-09-15,"Nigeria","Cameroon",1,"N",1
2015-09-16,"Poland","Belgium",0,"A",1
2015-09-17,"Denmark","Romania",2,"A",1
2015-09-17,"Nigeria","C担te d'Ivoire",1,"N",1
2015-09-17,"Slovakia","Iceland",1,"A",1
2015-09-17,"Belarus","Netherlands",0,"A",1
2015-09-17,"Norway","Scotland",4,"A",1
2015-09-17,"Haiti","USA",0,"A",1
2015-09-18,"Spain","China PR",3,"A",1
2015-09-18,"Cameroon","Ghana",0,"N",1
2015-09-19,"Ukraine","Portugal",1,"A",1
2015-09-19,"Brazil","France",1,"A",2
2015-09-20,"Haiti","USA",0,"A",1
2015-09-21,"Spain","China PR",2,"A",1
2015-09-21,"Ukraine","Portugal",2,"A",1
2015-09-22,"Denmark","Switzerland",1,"A",1
2015-10-03,"Equatorial Guinea","South Africa",0,"A",3
2015-10-03,"Zimbabwe","Cameroon",1,"A",3
2015-10-18,"Cameroon","Zimbabwe",0,"A",3
2015-10-18,"South Africa","Equatorial Guinea",1,"A",3
2015-10-19,"Belarus","Slovenia",0,"A",2
2015-10-21,"Turkey","Hungary",0,"A",2
2015-10-22,"Kazakhstan","Israel",0,"A",2
2015-10-22,"Iceland","FYR Macedonia",4,"A",2
2015-10-22,"Greece","Albania",4,"A",2
2015-10-22,"Russia","Germany",0,"A",2
2015-10-22,"Slovakia","Poland",0,"A",2
2015-10-22,"Romania","Ukraine",2,"A",2
2015-10-22,"Moldova","Denmark",0,"A",2
2015-10-23,"Estonia","Bosnia and Herzegovina",0,"A",2
2015-10-23,"Wales","Norway",0,"A",2
2015-10-23,"Belarus","Scotland",0,"A",2
2015-10-24,"Switzerland","Italy",3,"A",2
2015-10-24,"Northern Ireland","Georgia",3,"A",2
2015-10-25,"Austria","Israel",1,"A",2
2015-10-25,"Turkey","Germany",0,"A",2
2015-10-25,"Hungary","Croatia",1,"A",2
2015-10-26,"Moldova","Slovakia",0,"A",2
2015-10-26,"Iceland","Slovenia",6,"A",2
2015-10-27,"Albania","Romania",0,"A",2
2015-10-27,"Scotland","FYR Macedonia",4,"A",2
2015-10-27,"Belgium","Bosnia and Herzegovina",5,"A",2
2015-10-27,"Estonia","Serbia",0,"A",2
2015-10-27,"Republic of Ireland","Portugal",2,"A",2
2015-10-27,"Spain","Finland",2,"A",2
2015-10-27,"Georgia","Switzerland",0,"A",2
2015-10-27,"Denmark","Sweden",0,"A",2
2015-10-27,"Italy","Czech Republic",3,"A",2
2015-10-27,"France","Ukraine",3,"A",2
2015-10-02,"Guatemala","Nicaragua",2,"A",3
2015-10-02,"El Salvador","Costa Rica",0,"N",3
2015-10-04,"Costa Rica","Nicaragua",5,"A",3
2015-10-04,"Guatemala","El Salvador",2,"N",3
2015-10-13,"Malta","Estonia",1,"A",1
2015-10-15,"Malta","Estonia",3,"A",1
2015-10-21,"Brazil","USA",1,"A",2
2015-10-23,"England","China PR",1,"A",1
2015-10-23,"Netherlands","France",2,"A",1
2015-10-25,"Australia","China PR",1,"A",1
2015-10-25,"Brazil","USA",1,"A",2
2015-10-27,"Australia","England",0,"N",2
2015-11-25,"Russia","Turkey",0,"A",2
2015-11-25,"Bosnia and Herzegovina","Serbia",1,"A",2
2015-11-26,"Belarus","FYR Macedonia",2,"A",2
2015-11-26,"Spain","Republic of Ireland",3,"A",2
2015-11-26,"Kazakhstan","Wales",0,"A",2
2015-11-26,"Montenegro","Portugal",1,"A",2
2015-11-26,"Denmark","Slovakia",1,"A",2
2015-11-27,"Poland","Moldova",3,"A",2
2015-11-27,"Romania","Greece",3,"A",2
2015-11-27,"Switzerland","Northern Ireland",8,"A",2
2015-11-27,"France","Albania",6,"A",2
2015-11-29,"Russia","Hungary",1,"A",2
2015-11-29,"FYR Macedonia","Scotland",0,"A",2
2015-11-29,"Bosnia and Herzegovina","England",0,"A",2
2015-11-30,"Serbia","Belgium",1,"A",2
2015-11-30,"Turkey","Croatia",0,"A",2
2015-11-13,"St. Lucia","Trinidad and Tobago",0,"A",3
2015-11-15,"Trinidad and Tobago","St. Lucia",8,"H",3
2015-11-18,"Guyana","Puerto Rico",0,"N",3
2015-11-18,"Jamaica","Trinidad and Tobago",1,"A",3
2015-11-20,"Jamaica","Guyana",1,"N",3
2015-11-20,"Puerto Rico","Trinidad and Tobago",0,"A",3
2015-11-07,"Malawi","Tanzania",0,"A",1
2015-11-26,"England","Germany",0,"A",2
2015-11-28,"New Zealand","Brazil",1,"A",1
2015-11-29,"Australia","Korea Republic",1,"A",1
2015-11-29,"Japan","Netherlands",1,"A",1
2015-12-01,"Portugal","Spain",0,"A",2
2015-12-01,"France","Greece",3,"A",2
2015-12-01,"Czech Republic","Switzerland",1,"A",2
2015-12-01,"Wales","Israel",2,"A",2
2015-12-01,"Slovakia","Moldova",4,"A",2
2015-12-01,"New Zealand","Brazil",1,"A",1
2015-12-03,"Italy","China PR",1,"A",1
2015-12-06,"Italy","China PR",0,"A",1
2015-12-09,"Mexico","Canada",0,"N",1
2015-12-09,"Trinidad and Tobago","Brazil",0,"A",1
2015-12-10,"Trinidad and Tobago","USA",0,"A",1
2015-12-13,"China PR","USA",0,"A",1
2015-12-13,"Mexico","Brazil",0,"A",1
2015-12-13,"Canada","Trinidad and Tobago",4,"N",1
2015-12-15,"Tunisia","Algeria",1,"A",1
2015-12-16,"China PR","USA",1,"A",1
2015-12-16,"Mexico","Trinidad and Tobago",3,"N",1
2015-12-16,"Canada","Brazil",1,"A",1
2015-12-18,"Tunisia","Algeria",3,"A",1
2015-12-20,"Trinidad and Tobago","Mexico",1,"N",1
2015-12-20,"Canada","Brazil",1,"A",1
2016-01-24,"Spain","Montenegro",7,"A",2
2016-01-26,"Albania","Greece",2,"A",2
2016-01-23,"New Zealand","Papua New Guinea",7,"A",3
2016-01-12,"Burkina Faso","Mali",2,"A",1
2016-01-19,"Poland","Portugal",0,"A",1
2016-01-19,"Latvia","Malta",0,"A",1
2016-01-21,"Mexico","China PR",0,"A",1
2016-01-21,"Vietnam","Korea Republic",0,"N",1
2016-01-21,"Ukraine","Israel",0,"A",1
2016-01-21,"Poland","Portugal",1,"A",1
2016-01-21,"Latvia","Malta",1,"A",1
2016-01-22,"Netherlands","Denmark",2,"N",1
2016-01-22,"Romania","Norway",0,"N",1
2016-01-23,"Republic of Ireland","USA",0,"A",1
2016-01-23,"Korea Republic","Mexico",0,"N",1
2016-01-23,"Vietnam","China PR",0,"A",1
2016-01-23,"Ukraine","Israel",3,"A",1
2016-01-24,"Maldives","Bahrain",0,"A",1
2016-01-25,"Netherlands","Denmark",2,"N",1
2016-01-26,"Korea Republic","China PR",0,"A",1
2016-01-26,"Vietnam","Mexico",0,"N",1
2016-01-26,"Scotland","Sweden",0,"A",1
2016-01-26,"France","Norway",1,"N",2
2016-01-28,"Maldives","Bahrain",0,"A",1
2016-01-29,"Sri Lanka","Singapore",1,"A",1
2016-02-29,"Vietnam","China PR",0,"N",3
2016-02-29,"Korea Republic","Korea DPR",1,"N",3
2016-02-29,"Australia","Japan",3,"A",3
2016-02-10,"Costa Rica","USA",0,"A",3
2016-02-10,"Mexico","Puerto Rico",6,"N",3
2016-02-11,"Guyana","Canada",0,"N",3
2016-02-11,"Trinidad and Tobago","Guatemala",2,"N",3
2016-02-13,"Puerto Rico","Costa Rica",0,"N",3
2016-02-13,"Mexico","USA",0,"A",3
2016-02-14,"Guatemala","Guyana",1,"N",3
2016-02-14,"Canada","Trinidad and Tobago",6,"N",3
2016-02-15,"Puerto Rico","USA",0,"A",3
2016-02-15,"Costa Rica","Mexico",2,"N",3
2016-02-16,"Guatemala","Canada",0,"N",3
2016-02-16,"Guyana","Trinidad and Tobago",1,"N",3
2016-02-19,"Trinidad and Tobago","USA",0,"A",3
2016-02-19,"Costa Rica","Canada",1,"N",3
2016-02-21,"Canada","USA",0,"A",3
2016-02-02,"Mali","Algeria",2,"A",1
2016-02-05,"Maldives","India",0,"A",1
2016-02-05,"Mali","Algeria",0,"A",1
2016-02-09,"Sri Lanka","India",0,"A",1
2016-02-11,"Nepal","India",0,"A",1
2016-02-13,"Bangladesh","India",1,"A",1
2016-02-14,"Iceland","Poland",1,"A",1
2016-02-15,"Nepal","India",0,"A",1
2016-02-24,"Georgia","United Arab Emirates",3,"A",1
2016-02-27,"Georgia","United Arab Emirates",1,"A",1
2016-03-02,"Vietnam","Australia",0,"N",3
2016-03-02,"China PR","Korea DPR",1,"N",3
2016-03-02,"Korea Republic","Japan",1,"A",3
2016-03-04,"Korea DPR","Vietnam",1,"N",3
2016-03-04,"Australia","Korea Republic",2,"N",3
2016-03-04,"China PR","Japan",2,"A",3
2016-03-07,"Korea Republic","China PR",0,"N",3
2016-03-07,"Australia","Korea DPR",2,"N",3
2016-03-07,"Vietnam","Japan",1,"A",3
2016-03-09,"Vietnam","Korea Republic",0,"N",3
2016-03-09,"China PR","Australia",1,"N",3
2016-03-09,"Korea DPR","Japan",0,"A",3
2016-03-04,"Ukraine","Albania",4,"A",2
2016-03-08,"Ukraine","Greece",3,"A",2
2016-03-02,"Norway","Sweden",0,"N",3
2016-03-02,"Switzerland","Netherlands",3,"A",3
2016-03-05,"Norway","Netherlands",4,"A",3
2016-03-05,"Switzerland","Sweden",0,"N",3
2016-03-09,"Sweden","Netherlands",1,"A",3
2016-03-09,"Switzerland","Norway",2,"N",3
2016-03-04,"Zimbabwe","Tanzania",2,"A",2
2016-03-05,"Guinea","Senegal",0,"A",2
2016-03-05,"Mauritius","Botswana",0,"A",2
2016-03-05,"Tunisia","Burkina Faso",0,"A",2
2016-03-05,"Morocco","Mali",0,"A",2
2016-03-06,"Namibia","Zambia",1,"A",2
2016-03-06,"Egypt","Libya",8,"N",2
2016-03-06,"Ethiopia","Algeria",0,"A",2
2016-03-18,"Zambia","Namibia",2,"A",2
2016-03-19,"Mali","Morocco",2,"A",2
2016-03-19,"Botswana","Mauritius",4,"A",2
2016-03-19,"Senegal","Guinea",0,"A",2
2016-03-19,"Burkina Faso","Tunisia",0,"A",2
2016-03-20,"Libya","Egypt",0,"A",2
2016-03-20,"Tanzania","Zimbabwe",1,"A",2
2016-03-26,"Algeria","Ethiopia",1,"A",2
2016-03-02,"Republic of Ireland","Austria",0,"N",1
2016-03-02,"Italy","Hungary",2,"N",1
2016-03-02,"Finland","Wales",2,"N",1
2016-03-02,"Northern Ireland","Slovakia",0,"N",1
2016-03-02,"Czech Republic","Poland",0,"N",1
2016-03-02,"Belgium","Iceland",1,"N",1
2016-03-02,"Denmark","Canada",1,"N",1
2016-03-02,"Russia","Portugal",1,"A",1
2016-03-02,"New Zealand","Brazil",0,"N",1
2016-03-03,"Maldives","United Arab Emirates",1,"A",1
2016-03-03,"France","Germany",0,"N",2
2016-03-03,"England","USA",0,"A",2
2016-03-04,"Spain","Romania",0,"A",1
2016-03-04,"Northern Ireland","Croatia",1,"A",1
2016-03-04,"Hungary","Austria",1,"N",1
2016-03-04,"Wales","Poland",1,"N",1
2016-03-04,"Republic of Ireland","Italy",1,"N",1
2016-03-04,"Belgium","Canada",0,"N",1
2016-03-04,"Iceland","Denmark",4,"N",1
2016-03-04,"Czech Republic","Finland",3,"N",1
2016-03-04,"Russia","New Zealand",0,"N",1
2016-03-04,"Brazil","Portugal",3,"A",1
2016-03-06,"Maldives","United Arab Emirates",0,"A",1
2016-03-06,"France","USA",0,"A",2
2016-03-06,"England","Germany",1,"N",2
2016-03-07,"Poland","Finland",1,"N",1
2016-03-07,"Wales","Czech Republic",0,"N",1
2016-03-07,"Slovakia","Croatia",2,"A",1
2016-03-07,"Austria","Italy",0,"N",1
2016-03-07,"Russia","Brazil",0,"N",1
2016-03-07,"New Zealand","Portugal",1,"A",1
2016-03-07,"Hungary","Republic of Ireland",1,"N",1
2016-03-07,"Belgium","Denmark",2,"N",1
2016-03-07,"Iceland","Canada",0,"N",1
2016-03-08,"Spain","Scotland",1,"A",1
2016-03-09,"Finland","Republic of Ireland",0,"N",1
2016-03-09,"Czech Republic","Italy",1,"N",1
2016-03-09,"Wales","Hungary",1,"N",1
2016-03-09,"Poland","Austria",1,"N",1
2016-03-09,"Russia","Belgium",0,"N",1
2016-03-09,"Denmark","Portugal",3,"A",1
2016-03-09,"New Zealand","Iceland",1,"N",1
2016-03-09,"Brazil","Canada",1,"N",1
2016-03-09,"England","France",0,"N",2
2016-03-09,"Germany","USA",1,"A",2
2016-03-10,"Lithuania","Cyprus",1,"A",1
2016-03-10,"Israel","Malta",1,"N",1
2016-03-11,"Lithuania","Malta",3,"N",1
2016-03-11,"Estonia","Cyprus",0,"A",1
2016-03-13,"Lithuania","Israel",0,"N",1
2016-03-13,"Malta","Estonia",2,"N",1
2016-03-15,"Estonia","Israel",0,"N",1
2016-03-15,"Malta","Cyprus",0,"A",1
2016-03-16,"Israel","Cyprus",1,"A",1
2016-03-16,"Lithuania","Estonia",0,"N",1
2016-03-25,"South Africa","Cameroon",2,"A",1
2016-03-28,"South Africa","Cameroon",2,"A",1
2016-04-06,"Norway","Israel",1,"A",2
2016-04-06,"Kazakhstan","Austria",1,"A",2
2016-04-07,"Republic of Ireland","Montenegro",5,"A",2
2016-04-07,"Denmark","Poland",0,"A",2
2016-04-08,"Germany","Turkey",6,"A",2
2016-04-08,"Sweden","Slovakia",3,"A",2
2016-04-08,"Albania","Ukraine",0,"A",2
2016-04-08,"France","Romania",1,"A",2
2016-04-08,"Spain","Portugal",4,"A",2
2016-04-08,"Slovenia","Scotland",1,"A",2
2016-04-08,"Belgium","England",1,"A",2
2016-04-08,"Croatia","Hungary",0,"A",2
2016-04-09,"Italy","Switzerland",1,"A",2
2016-04-10,"Norway","Austria",1,"A",2
2016-04-11,"Ukraine","France",0,"A",2
2016-04-12,"Iceland","Belarus",5,"A",2
2016-04-12,"Republic of Ireland","Spain",0,"A",2
2016-04-12,"Wales","Kazakhstan",4,"A",2
2016-04-12,"Finland","Montenegro",7,"A",2
2016-04-12,"England","Bosnia and Herzegovina",1,"A",2
2016-04-12,"Georgia","Czech Republic",1,"A",2
2016-04-12,"Hungary","Russia",3,"A",2
2016-04-12,"Poland","Slovakia",1,"A",2
2016-04-12,"Croatia","Germany",0,"A",2
2016-04-12,"Northern Ireland","Italy",1,"A",2
2016-04-12,"FYR Macedonia","Slovenia",1,"A",2
2016-04-12,"Estonia","Belgium",0,"A",2
2016-04-06,"Zambia","Zimbabwe",0,"A",2
2016-04-06,"Ghana","Tunisia",2,"A",2
2016-04-06,"Equatorial Guinea","Mali",1,"A",2
2016-04-07,"C担te d'Ivoire","Egypt",0,"A",2
2016-04-08,"Kenya","Algeria",2,"A",2
2016-04-08,"Nigeria","Senegal",1,"A",2
2016-04-09,"South Africa","Botswana",2,"A",2
2016-04-10,"Zimbabwe","Zambia",3,"A",2
2016-04-10,"Mali","Equatorial Guinea",1,"A",2
2016-04-11,"Egypt","C担te d'Ivoire",1,"A",2
2016-04-12,"Tunisia","Ghana",0,"A",2
2016-04-12,"Algeria","Kenya",1,"A",2
2016-04-12,"Senegal","Nigeria",0,"A",2
2016-04-12,"Botswana","South Africa",0,"A",2
2016-04-06,"Colombia","USA",0,"A",1
2016-04-07,"New Zealand","Netherlands",0,"A",1
2016-04-08,"Cyprus","Bulgaria",1,"A",1
2016-04-08,"Costa Rica","China PR",1,"A",1
2016-04-10,"Colombia","USA",0,"A",1
2016-04-10,"Canada","Netherlands",2,"A",1
2016-04-11,"Costa Rica","China PR",1,"A",1
2016-04-26,"Albania","Hungary",0,"A",1
2016-05-15,"Zimbabwe","South Africa",0,"A",1
2016-05-17,"United Arab Emirates","Georgia",0,"A",1
2016-05-20,"United Arab Emirates","Georgia",0,"A",1
2016-05-25,"Colombia","Venezuela",2,"A",1
2016-05-27,"Colombia","Venezuela",1,"A",1
2016-05-31,"Bosnia and Herzegovina","Hungary",0,"A",1
2016-06-02,"Israel","Kazakhstan",0,"A",2
2016-06-02,"Romania","Albania",3,"A",2
2016-06-02,"Turkey","Russia",0,"A",2
2016-06-02,"Sweden","Poland",4,"A",2
2016-06-02,"Austria","Norway",2,"A",2
2016-06-02,"Slovakia","Denmark",0,"A",2
2016-06-03,"Republic of Ireland","Finland",1,"A",2
2016-06-03,"Slovenia","FYR Macedonia",9,"A",2
2016-06-03,"Belgium","Estonia",5,"A",2
2016-06-03,"Iceland","Scotland",4,"A",2
2016-06-03,"Portugal","Montenegro",3,"A",2
2016-06-03,"Georgia","Northern Ireland",0,"A",2
2016-06-03,"Greece","France",0,"A",2
2016-06-04,"Switzerland","Czech Republic",5,"A",2
2016-06-04,"Serbia","England",0,"A",2
2016-06-06,"Moldova","Sweden",0,"A",2
2016-06-06,"Hungary","Turkey",1,"A",2
2016-06-06,"Bosnia and Herzegovina","Estonia",1,"A",2
2016-06-06,"Israel","Austria",0,"A",2
2016-06-06,"Russia","Croatia",3,"A",2
2016-06-07,"Scotland","Belarus",1,"A",2
2016-06-07,"Italy","Georgia",7,"A",2
2016-06-07,"England","Serbia",7,"A",2
2016-06-07,"Portugal","Finland",0,"A",2
2016-06-07,"Greece","Ukraine",0,"A",2
2016-06-07,"Norway","Wales",2,"A",2
2016-06-07,"Poland","Denmark",0,"A",2
2016-06-07,"Northern Ireland","Czech Republic",0,"A",2
2016-06-07,"Montenegro","Republic of Ireland",0,"A",2
2016-06-07,"FYR Macedonia","Iceland",0,"A",2
2016-06-02,"Thailand","China PR",0,"A",1
2016-06-02,"Japan","USA",3,"A",2
2016-06-04,"New Zealand","Australia",0,"A",1
2016-06-04,"Korea Republic","Myanmar",5,"A",1
2016-06-04,"Brazil","Canada",2,"A",2
2016-06-05,"Thailand","China PR",0,"A",1
2016-06-05,"Japan","USA",0,"A",2
2016-06-07,"New Zealand","Australia",1,"A",1
2016-06-07,"Korea Republic","Myanmar",4,"A",1
2016-06-07,"South Africa","Netherlands",0,"A",1
2016-06-07,"Brazil","Canada",0,"A",2
2016-06-24,"El Salvador","Nicaragua",1,"A",1
2016-06-26,"El Salvador","Nicaragua",1,"A",1
2016-06-26,"United Arab Emirates","Luxembourg",0,"A",1
2016-06-29,"Macau","Guam",0,"A",1
2016-06-29,"United Arab Emirates","Luxembourg",2,"A",1
2016-07-03,"Uganda","Kenya",0,"A",1
2016-07-09,"Thailand","Myanmar",0,"A",1
2016-07-09,"South Africa","USA",0,"A",1
2016-07-11,"Singapore","Malaysia",0,"A",1
2016-09-11,"Kenya","Uganda",4,"A",1
2016-09-12,"Rwanda","Tanzania",2,"N",1
2016-09-13,"Kenya","Burundi",4,"N",1
2016-09-14,"Ethiopia","Rwanda",3,"N",1
2016-09-15,"Burundi","Uganda",0,"A",1
2016-10-21,"Romania","Portugal",0,"A",2
2016-10-25,"Portugal","Romania",NA,"A",2
2016-11-19,"Egypt","Cameroon",0,"A",3
2016-11-19,"Zimbabwe","South Africa",0,"N",3
2016-11-20,"Mali","Nigeria",0,"N",3
2016-11-20,"Kenya","Ghana",1,"N",3
2016-11-22,"Egypt","Zimbabwe",1,"N",3
2016-11-22,"South Africa","Cameroon",0,"A",3
2016-11-23,"Ghana","Nigeria",1,"N",3
2016-11-23,"Mali","Kenya",3,"N",3
2016-11-25,"Zimbabwe","Cameroon",0,"A",3
2016-11-25,"South Africa","Egypt",5,"N",3
2016-11-26,"Ghana","Mali",3,"N",3
2016-11-26,"Nigeria","Kenya",4,"N",3
2016-11-29,"Ghana","Cameroon",0,"A",3
2016-11-29,"South Africa","Nigeria",0,"N",3
2016-12-02,"South Africa","Ghana",0,"N",3
2016-12-03,"Nigeria","Cameroon",1,"A",3
2016-12-05,"Comoros","Madagascar",0,"A",1
2016-12-07,"Costa Rica","Brazil",0,"A",1
2016-12-07,"Italy","Russia",3,"N",1
2016-12-08,"Comoros","Madagascar",0,"A",1
2016-12-11,"Costa Rica","Italy",0,"N",1
2016-12-11,"Russia","Brazil",0,"A",1
2016-12-14,"Italy","Brazil",1,"A",1
2016-12-14,"Russia","Costa Rica",3,"N",1
2016-12-17,"Malaysia","Nepal",0,"A",1
2016-12-18,"Maldives","United Arab Emirates",1,"A",1
2016-12-18,"Italy","Brazil",3,"A",1
2016-12-18,"Costa Rica","Russia",0,"N",1
2016-12-21,"Maldives","United Arab Emirates",0,"A",1
2016-12-26,"Bhutan","Nepal",0,"N",1
2016-12-26,"Maldives","Sri Lanka",5,"N",1
2016-12-27,"Afghanistan","India",1,"A",1
2016-12-28,"Sri Lanka","Bhutan",2,"N",1
2016-12-28,"Nepal","Maldives",9,"N",1
2016-12-29,"Afghanistan","Bangladesh",0,"N",1
2016-12-30,"Sri Lanka","Nepal",0,"N",1
2016-12-30,"Bhutan","Maldives",1,"N",1
2016-12-31,"Bangladesh","India",0,"A",1
2017-01-02,"Maldives","Bangladesh",0,"N",1
2017-01-02,"Nepal","India",1,"A",1
2017-01-04,"United Arab Emirates","Singapore",4,"A",1
2017-01-04,"Bangladesh","India",1,"A",1
2017-01-06,"United Arab Emirates","Singapore",0,"A",1
2017-01-18,"Finland","Russia",2,"N",1
2017-01-19,"Sweden","Norway",1,"N",1
2017-01-19,"Ukraine","Myanmar",4,"N",1
2017-01-19,"Thailand","China PR",0,"A",1
2017-01-20,"Romania","Netherlands",1,"N",1
2017-01-21,"Maldives","Bahrain",1,"A",1
2017-01-21,"Myanmar","China PR",0,"A",1
2017-01-21,"Ukraine","Thailand",0,"N",1
2017-01-22,"Slovakia","Finland",0,"N",1
2017-01-22,"South Africa","France",0,"N",1
2017-01-22,"Norway","England",1,"N",1
2017-01-23,"Scotland","Denmark",1,"N",1
2017-01-23,"Slovakia","Romania",0,"N",1
2017-01-24,"Myanmar","Thailand",0,"N",1
2017-01-24,"China PR","Ukraine",5,"H",1
2017-01-24,"Netherlands","Russia",4,"N",1
2017-01-24,"Maldives","Bahrain",1,"A",1
2017-01-24,"Sweden","England",0,"N",2
2017-02-04,"Mexico","Canada",2,"A",1
2017-02-16,"Bangladesh","Singapore",0,"A",1
